"ID","MacAddress","Longitude","Latitude","RSSI1","MNC1","IMSI1","CELLID1","RSSI2","MNC2","IMSI2","CELLID2","CreateTime","IsCheckPoint","IsUsed","Speed"
59516963,"001970C141A1",0,0,-77,1,466011500791248,7511190,-150,0,NA,46079117,2016-08-01 00:13:02,0,0,NA
59516964,"001970C11C87",121.516238,25.048847,-36,1,466011501246518,25890582,NA,NA,NA,NA,2016-08-01 00:13:03,1,0,42
59516965,"001970C11D29",121.163723,24.907102,-56,1,466011501246397,53789985,NA,NA,NA,NA,2016-08-01 00:13:03,0,0,84
59516967,"001970C1421B",121.644872,25.011173,-48,1,466011501246400,28182038,-150,0,NA,29047330,2016-08-01 00:13:04,0,0,NA
59516968,"001970C11D09",121.438177,25.064143,-48,1,466011501246355,51361805,NA,NA,NA,NA,2016-08-01 00:13:04,0,0,0
59516971,"001970C1172D",120.523488,24.075388,-56,92,466924251101817,132225567,NA,NA,NA,NA,2016-08-01 00:13:05,0,0,96
59516972,"001970C118A1",121.763798,24.743457,-56,92,466924251106501,208366861,NA,NA,NA,NA,2016-08-01 00:13:05,0,0,44
59516973,"001970C11CDB",121.27318,25.018403,-65,1,466011501246340,53843469,NA,NA,NA,NA,2016-08-01 00:13:06,0,0,87
59516975,"001970C1170D",121.377798,25.06578,-68,92,466924251101813,28981271,NA,NA,NA,NA,2016-08-01 00:13:06,0,0,89
59516976,"001970C11D1B",121.491027,25.06906,-58,1,466011501246394,0,NA,NA,NA,NA,2016-08-01 00:13:06,0,0,11
59516977,"001970C11941",120.575745,24.118423,-40,92,466924251106583,106529815,NA,NA,NA,NA,2016-08-01 00:13:06,0,0,97
59516978,"001970C1404F",120.588981,24.117653,-79,1,466011500790703,0,-150,0,NA,33544126,2016-08-01 00:13:06,0,0,NA
59516979,"001970C1405D",121.301053,25.034067,-52,92,466924251104930,81666827,-150,0,NA,17046936,2016-08-01 00:13:06,0,0,NA
59516981,"001970C11D25",0,0,-43,1,466011501246395,181817612,NA,NA,NA,NA,2016-08-01 00:13:07,0,0,0
59516982,"001970C11CF1",121.342662,25.065155,-41,1,466011501246347,53761558,NA,NA,NA,NA,2016-08-01 00:13:07,0,0,86
59516984,"001970C1411F",120.751229,24.379893,-79,1,466011500791409,33297343,-150,0,NA,20792541,2016-08-01 00:13:07,0,0,NA
59516985,"001970C11909",120.355028,23.41712,-58,92,466924251106563,157921313,NA,NA,NA,NA,2016-08-01 00:13:07,0,0,95
59516986,"001970C141E1",0,0,-150,0,NA,27505860,-59,1,466011500790700,184557078,2016-08-01 00:13:07,0,0,NA
59516988,"001970C11A27",121.51064,25.050227,-68,1,466011501246514,26134029,NA,NA,NA,NA,2016-08-01 00:13:08,1,0,25
59516990,"001970C1192B",120.616932,24.125278,-64,92,466924251106576,106655511,NA,NA,NA,NA,2016-08-01 00:13:09,0,0,90
59516991,"001970C14195",120.537038,24.094928,-71,92,466924251104965,31059911,-150,0,NA,46240200,2016-08-01 00:13:09,0,0,NA
59516992,"001970C13F79",120.295043,23.306179,-67,92,466924251104894,40171870,-150,0,NA,28526712,2016-08-01 00:13:09,0,0,NA
59516993,"001970A2F16E",0,0,-45,92,466924100841075,30695713,NA,NA,NA,NA,2016-08-01 00:13:10,0,0,0
59516994,"001970C141E3",121.448719,25.071598,-67,1,466011500790711,20609160,-150,0,NA,46109711,2016-08-01 00:13:10,0,0,NA
59516995,"001970C14161",120.395157,23.498866,-63,1,466011500791418,47430192,-150,0,NA,29717214,2016-08-01 00:13:10,1,0,NA
59516996,"001970C1409F",121.488543,25.059495,-74,1,466011500790707,0,-150,0,NA,26570863,2016-08-01 00:13:10,0,0,NA
59516998,"001970C11675",121.07905,24.884653,-67,1,466011500798632,56330527,NA,NA,NA,NA,2016-08-01 00:13:11,0,0,95
59516999,"001970C13FE9",120.632897,24.172446,-73,1,466011501250249,0,-150,0,NA,23167894,2016-08-01 00:13:11,1,0,NA
59517000,"001970C11CF7",121.4374,25.06415,-59,1,466011501246350,51361805,NA,NA,NA,NA,2016-08-01 00:13:11,0,0,0
59517002,"001970C1590D",121.186835,24.933582,-71,97,466977100566683,82951793,NA,NA,NA,NA,2016-08-01 00:13:12,0,0,89
59517003,"001970C13F63",121.51842,25.072056,-66,92,466924251104909,15269198,-150,0,NA,17756911,2016-08-01 00:13:12,1,0,NA
59517004,"001970C11697",121.773373,24.708058,-43,97,466977100566650,68608624,NA,NA,NA,NA,2016-08-01 00:13:12,0,0,0
59517005,"001970C14243",0,0,-50,1,466011501246416,25717536,-150,0,NA,19256397,2016-08-01 00:13:12,0,0,NA
59517006,"001970C140BD",120.36056,23.434269,-68,1,466011500791404,47438349,-150,0,NA,40154655,2016-08-01 00:13:12,0,0,NA
59517007,"001970C140DD",120.247714,23.238205,-59,1,466011501250453,47362326,-150,0,NA,26335905,2016-08-01 00:13:13,0,0,NA
59517008,"001970C1424F",120.276715,22.646963,-72,92,466924251104998,46209365,-150,0,NA,54740115,2016-08-01 00:13:13,0,0,NA
59517009,"001970C11923",120.638285,24.190172,-76,92,466924251106572,106049058,NA,NA,NA,NA,2016-08-01 00:13:13,0,0,93
59517010,"001970C14181",120.448044,23.652527,-150,0,NA,22152957,-57,1,466011500791236,180498699,2016-08-01 00:13:13,0,0,NA
59517011,"001970C11CCD",120.205985,23.020617,-44,1,466011501246333,181940256,NA,NA,NA,NA,2016-08-01 00:13:13,0,0,19
59517012,"001970C1170B",121.521903,25.04699,-47,92,466924100841083,54361614,NA,NA,NA,NA,2016-08-01 00:13:14,1,0,3
59517014,"001970A2F150",120.231295,23.16187,-62,92,466924100841087,157883671,NA,NA,NA,NA,2016-08-01 00:13:14,0,0,95
59517015,"001970A2F1A4",120.484798,23.81178,-69,92,466924100841080,131345185,NA,NA,NA,NA,2016-08-01 00:13:14,0,0,90
59517016,"001970C11745",121.193685,24.943308,-47,92,466924251101819,80253729,NA,NA,NA,NA,2016-08-01 00:13:14,0,0,94
59517017,"001970A2F18C",121.623653,25.061903,-44,97,466977100566645,56593265,NA,NA,NA,NA,2016-08-01 00:13:14,0,0,38
59517018,"001970C14129",120.622054,24.179192,-78,92,466924251104901,27644848,-150,0,NA,21543204,2016-08-01 00:13:14,0,0,NA
59517019,"001970A2F1EE",120.67572,24.13304,-57,92,466924100841060,106553357,NA,NA,NA,NA,2016-08-01 00:13:14,0,0,47
59517020,"001970C11767",121.57816,25.058848,-62,92,466924251106598,54300952,NA,NA,NA,NA,2016-08-01 00:13:14,0,0,0
59517021,"001970C1195B",121.564318,25.04094,-54,1,466011501246492,25717537,NA,NA,NA,NA,2016-08-01 00:13:14,1,0,4
59517022,"001970C1419D",120.506051,23.973591,-150,0,NA,29717434,-40,1,466011500791246,133142283,2016-08-01 00:13:14,0,0,NA
59517023,"001970C11D0F",121.437492,25.063717,-61,1,466011501246358,51361825,NA,NA,NA,NA,2016-08-01 00:13:14,0,0,0
59517024,"001970C14231",121.771776,24.736309,-66,1,466011501246407,0,-150,0,NA,20285355,2016-08-01 00:13:14,0,0,NA
59517025,"001970C140BB",120.851815,24.56945,-76,1,466011500791403,0,-150,0,NA,20802129,2016-08-01 00:13:14,0,0,NA
59517026,"001970C11D11",0,0,-44,1,466011501246389,51603479,NA,NA,NA,NA,2016-08-01 00:13:15,0,0,0
59517028,"001970C1190D",120.529612,24.087723,-62,92,466924251106565,131767051,NA,NA,NA,NA,2016-08-01 00:13:15,0,0,84
59517029,"001970C14025",120.622775,24.179235,-52,92,466924251104869,107391007,-150,0,NA,21543204,2016-08-01 00:13:15,0,0,NA
59517030,"001970C14101",120.467374,23.754974,-58,92,466924251104932,131979789,-150,0,NA,33141226,2016-08-01 00:13:15,0,0,NA
59517031,"001970C13F8D",121.518304,25.062394,-64,1,466011500798679,0,-150,0,NA,14681071,2016-08-01 00:13:15,1,0,NA
59517032,"001970A2F154",120.276905,22.646925,-48,92,466924100841072,183420193,NA,NA,NA,NA,2016-08-01 00:13:16,0,0,0
59517033,"001970C14191",120.303046,22.637783,-150,0,NA,27506038,-53,92,466924251104963,46129126,2016-08-01 00:13:16,1,0,NA
59517034,"001970C14197",121.048142,24.876485,-67,92,466924251104966,80279585,-150,0,NA,46079497,2016-08-01 00:13:16,0,0,NA
59517035,"001970C11D05",120.497712,23.922362,-44,1,466011501246353,133141260,NA,NA,NA,NA,2016-08-01 00:13:16,0,0,105
59517036,"001970C1414F",120.477943,23.787672,-56,1,466011500791413,0,-150,0,NA,33141261,2016-08-01 00:13:16,0,0,NA
59517037,"001970C14263",0,0,-150,0,NA,29717214,-59,1,466011500790715,184557078,2016-08-01 00:13:16,0,0,NA
59517039,"001970C1192D",121.295648,25.040355,-54,92,466924251106577,81570081,NA,NA,NA,NA,2016-08-01 00:13:17,0,0,25
59517040,"001970C13FED",120.778361,24.435396,-83,1,466011501250251,0,-150,0,NA,47676931,2016-08-01 00:13:17,0,0,NA
59517042,"001970C158E3",120.21065,23.005108,-54,97,466977100566666,180235375,NA,NA,NA,NA,2016-08-01 00:13:18,1,0,25
59517043,"001970C140E7",120.500341,23.931206,-65,1,466011501250458,0,-150,0,NA,40054187,2016-08-01 00:13:18,0,0,NA
59517044,"001970C11CC7",120.2045,23.030653,-57,1,466011501246330,181916961,NA,NA,NA,NA,2016-08-01 00:13:18,0,0,23
59517045,"001970C14177",120.347095,23.367387,-63,92,466924251104962,157866509,-150,0,NA,46220436,2016-08-01 00:13:18,0,0,NA
59517046,"001970C141A5",121.520756,25.048783,-150,0,NA,27765749,-75,1,466011500791250,7495942,2016-08-01 00:13:18,1,0,NA
59517047,"001970C11781",121.38265,25.098343,-68,92,466924100841041,30156833,NA,NA,NA,NA,2016-08-01 00:13:18,1,0,0
59517048,"001970C141B3",0,0,-66,92,466924251104972,16656050,0,0,NA,0,2016-08-01 00:13:18,0,0,NA
59517049,"001970A2F14E",0,0,-49,1,466011500790704,56355872,NA,NA,NA,NA,2016-08-01 00:13:18,0,0,0
59517051,"001970C11CE3",120.975112,24.744138,-81,1,466011501246344,0,NA,NA,NA,NA,2016-08-01 00:13:19,0,0,91
59517052,"001970C140CB",121.447874,25.071558,-69,92,466924251104940,16654925,-150,0,NA,15498805,2016-08-01 00:13:19,0,0,NA
59517053,"001970C141AB",120.292574,22.6419,-41,92,466924251104968,183635989,-150,0,NA,46119136,2016-08-01 00:13:19,0,0,NA
59517054,"001970C13F77",120.866426,24.631426,-73,1,466011500798676,39476426,-150,0,NA,20169110,2016-08-01 00:13:19,0,0,NA
59517055,"001970A2F19A",121.18822,24.934015,-72,92,466924100841078,21156083,NA,NA,NA,NA,2016-08-01 00:13:19,0,0,94
59517057,"001970C11CD7",120.78687,24.459483,-81,1,466011501246338,33348223,NA,NA,NA,NA,2016-08-01 00:13:20,0,0,95
59517058,"001970C1417B",121.020189,24.872367,-150,0,NA,20166755,-43,1,466011500791233,57371679,2016-08-01 00:13:20,0,0,NA
59517059,"001970C140E3",120.776614,24.424192,-55,1,466011501250456,33297302,-150,0,NA,20452897,2016-08-01 00:13:20,0,0,NA
59517060,"001970C1401D",121.504666,25.049757,-62,1,466011501250450,26134049,-150,0,NA,16699112,2016-08-01 00:13:20,0,0,NA
59517061,"001970C1412D",120.833581,24.543124,-73,92,466924251104870,106347809,-150,0,NA,23714,2016-08-01 00:13:20,0,0,NA
59517062,"001970C141E5",120.250559,23.017661,-150,0,NA,23167894,-39,1,466011500790712,181810720,2016-08-01 00:13:20,0,0,NA
59517063,"001970C1405B",120.622113,24.179195,-77,92,466924251104874,27651064,-150,0,NA,21543119,2016-08-01 00:13:20,0,0,NA
59517065,"001970C1193F",120.232555,23.037285,-58,92,466924251106582,157766413,NA,NA,NA,NA,2016-08-01 00:13:21,0,0,48
59517066,"001970C140E1",120.47575,23.71797,-61,1,466011501250455,0,-150,0,NA,29717214,2016-08-01 00:13:21,0,0,NA
59517067,"001970C14065",121.008572,24.798802,-43,92,466924251104916,81555743,-150,0,NA,23115170,2016-08-01 00:13:21,0,0,NA
59517068,"001970C1194D",121.204068,24.957228,-51,92,466924251106589,79693581,NA,NA,NA,NA,2016-08-01 00:13:21,0,0,0
59517069,"001970C118F1",0,0,-66,92,466924251106539,30257943,NA,NA,NA,NA,2016-08-01 00:13:21,0,0,0
59517070,"001970C14157",121.511173,25.050135,-65,1,466011500791417,0,-150,0,NA,15512617,2016-08-01 00:13:21,1,0,NA
59517071,"001970C13F9D",120.887529,24.670436,-70,1,466011500798683,39475936,-150,0,NA,30481,2016-08-01 00:13:21,0,0,NA
59517072,"001970C15909",120.247483,23.041758,-46,97,466977100566681,181767792,NA,NA,NA,NA,2016-08-01 00:13:22,0,0,10
59517073,"001970C14211",120.33588,22.628004,-61,92,466924251104991,46263684,-150,0,NA,31023256,2016-08-01 00:13:22,0,0,NA
59517074,"001970C158FF",120.45965,23.673375,-63,97,466977100566676,161537491,NA,NA,NA,NA,2016-08-01 00:13:22,0,0,86
59517075,"001970C1192F",121.203363,24.957232,-61,92,466924251106578,79693581,NA,NA,NA,NA,2016-08-01 00:13:22,0,0,8
59517076,"001970C11CF9",121.438338,25.063835,-47,1,466011501246351,51361815,NA,NA,NA,NA,2016-08-01 00:13:22,0,0,18
59517078,"001970C1405F",120.300884,22.63784,-150,0,NA,46108831,-52,1,466011500798647,184335372,2016-08-01 00:13:23,1,0,NA
59517079,"001970C11CC1",121.250927,25.003327,-52,1,466011501246327,53807372,NA,NA,NA,NA,2016-08-01 00:13:23,0,0,0
59517081,"001970C140B9",120.210904,23.010495,-43,1,466011500791402,181896224,-150,0,NA,40234558,2016-08-01 00:13:24,0,0,NA
59517082,"001970C14029",120.69655,24.298591,-62,92,466924251101810,106126349,-150,0,NA,26522238,2016-08-01 00:13:24,0,0,NA
59517083,"001970C118DF",121.77754,24.830742,-41,92,466924251106519,208155661,NA,NA,NA,NA,2016-08-01 00:13:24,0,0,0
59517084,"001970C141EF",120.275806,22.647267,-78,92,466924251104982,0,-150,0,NA,29717214,2016-08-01 00:13:24,0,0,NA
59517085,"001970C1420F",120.676546,24.216698,-88,92,466924251104990,0,-150,0,NA,28617967,2016-08-01 00:13:24,0,0,NA
59517086,"001970C11CD1",120.88248,24.659275,-57,1,466011501246335,128010774,NA,NA,NA,NA,2016-08-01 00:13:24,0,0,104
59517087,"001970C13FEF",120.292663,23.309508,-73,1,466011501250252,47377748,-150,0,NA,14002809,2016-08-01 00:13:24,0,0,NA
59517088,"001970C14015",120.470447,23.735243,-73,1,466011501250256,0,-150,0,NA,39411789,2016-08-01 00:13:24,0,0,NA
59517090,"001970C11CC3",120.861417,24.598198,-70,1,466011501246328,128026390,NA,NA,NA,NA,2016-08-01 00:13:25,0,0,84
59517091,"001970C11921",120.253132,23.055188,-64,92,466924251106571,157788449,NA,NA,NA,NA,2016-08-01 00:13:25,0,0,83
59517092,"001970C141BF",121.307516,25.043071,-68,92,466924251104978,80797709,-150,0,NA,14619636,2016-08-01 00:13:25,0,0,NA
59517093,"001970C14151",121.198925,24.839927,-64,1,466011500791414,13990632,-150,0,NA,21146075,2016-08-01 00:13:25,0,0,NA
59517094,"001970C13FE7",120.69375,24.279196,-58,1,466011500798700,0,-150,0,NA,20462965,2016-08-01 00:13:25,0,0,NA
59517096,"001970C11791",120.213242,23.002703,-72,92,466924100841124,40102676,NA,NA,NA,NA,2016-08-01 00:13:26,1,0,NA
59517097,"001970C11943",121.295348,25.041702,-48,92,466924251106584,80804621,NA,NA,NA,NA,2016-08-01 00:13:26,0,0,14
59517098,"001970C11CBB",120.884367,24.6664,-50,1,466011501246324,128018188,NA,NA,NA,NA,2016-08-01 00:13:26,0,0,97
59517099,"001970C14035",120.5179,24.025778,-60,92,466924251104873,131960609,-150,0,NA,31041678,2016-08-01 00:13:26,0,0,NA
59517100,"001970C11A0F",120.56316,24.107723,-52,1,466011501246510,133176086,NA,NA,NA,NA,2016-08-01 00:13:26,0,0,100
59517101,"001970C1426B",120.265507,22.906769,-150,0,NA,28222813,-57,1,466011500790719,181788704,2016-08-01 00:13:26,0,0,NA
59517102,"001970C11D33",121.578197,25.058847,-56,1,466011501250462,25823521,NA,NA,NA,NA,2016-08-01 00:13:26,0,0,0
59517103,"001970C13FA5",120.622283,24.1792,-45,92,466924251104882,106559777,-150,0,NA,21543204,2016-08-01 00:13:26,0,0,NA
59517104,"001970C1425D",120.622383,24.179049,-61,1,466011500791406,0,-150,0,NA,21438223,2016-08-01 00:13:26,0,0,NA
59517105,"001970C11CBD",121.014883,24.819707,-56,1,466011501246325,57384982,NA,NA,NA,NA,2016-08-01 00:13:26,0,0,93
59517106,"001970C14153",121.125895,24.893498,-70,1,466011500791415,0,-150,0,NA,16691637,2016-08-01 00:13:27,0,0,NA
59517110,"001970C1415D",0,0,-68,92,466924100841120,30411809,-73,1,466011500798672,51276310,2016-08-01 00:13:27,0,0,NA
59517111,"001970C14269",120.779733,24.440525,-150,0,NA,39411717,-56,1,466011500790718,128032277,2016-08-01 00:13:27,0,0,NA
59517112,"001970C141ED",120.333027,22.75622,-74,92,466924251104981,47954681,-150,0,NA,28618308,2016-08-01 00:13:28,0,0,NA
59517113,"001970C11DD7",121.784618,24.726352,-43,97,466977100566663,67329903,NA,NA,NA,NA,2016-08-01 00:13:28,0,0,82
59517114,"001970C1420D",121.516341,25.053573,-52,92,466924251104989,54421261,-150,0,NA,17717252,2016-08-01 00:13:28,1,0,NA
59517115,"001970C14075",121.512362,25.07721,-82,92,466924251104886,15269185,-150,0,NA,17756911,2016-08-01 00:13:28,0,0,NA
59517116,"001970C11733",121.518143,25.061183,-74,92,466924251101843,54420248,NA,NA,NA,NA,2016-08-01 00:13:28,1,0,12
59517117,"001970A2F1C0",121.371638,24.948252,-56,92,466924100841059,30548237,NA,NA,NA,NA,2016-08-01 00:13:29,0,0,82
59517118,"001970C14265",121.494105,25.057084,-150,0,NA,17700388,-52,1,466011500790716,51592223,2016-08-01 00:13:29,0,0,NA
59517119,"001970C140D9",120.205132,23.034055,-62,1,466011501250451,47699856,-150,0,NA,28526705,2016-08-01 00:13:29,0,0,NA
59517120,"001970C1170F",120.828205,24.533878,-59,92,466924251101838,106953751,NA,NA,NA,NA,2016-08-01 00:13:30,0,0,94
59517121,"001970C118CD",121.778493,24.754943,-56,92,466924251106529,208597025,NA,NA,NA,NA,2016-08-01 00:13:30,0,0,63
59517122,"001970C140C9",120.749043,24.374734,-50,92,466924251104929,106913047,-150,0,NA,20795207,2016-08-01 00:13:30,0,0,NA
59517123,"001970C13F89",120.91919,24.693096,-80,1,466011500798677,0,-150,0,NA,22264770,2016-08-01 00:13:31,0,0,NA
59517124,"001970C1190B",120.236648,23.04087,-53,92,466924251106564,157368333,NA,NA,NA,NA,2016-08-01 00:13:32,0,0,27
59517125,"001970C14073",120.750968,24.379178,-60,92,466924251101835,106913037,-150,0,NA,33297340,2016-08-01 00:13:32,0,0,NA
59517126,"001970C1410D",120.298887,23.30688,-65,92,466924251104912,40171828,-150,0,NA,40111180,2016-08-01 00:13:32,0,0,NA
59517127,"001970C11C85",121.027172,24.875242,-66,1,466011501246517,57419276,NA,NA,NA,NA,2016-08-01 00:13:33,0,0,100
59517128,"001970C141C9",120.33117,22.628255,-150,0,NA,27500714,-41,1,466011500790696,184338207,2016-08-01 00:13:33,0,0,NA
59517130,"001970C11749",121.492313,25.071273,-48,92,466924251101820,28648983,NA,NA,NA,NA,2016-08-01 00:13:34,0,0,0
59517131,"001970C14077",120.280166,22.642119,-150,0,NA,0,-62,1,466011500798646,184408844,2016-08-01 00:13:34,0,0,NA
59517132,"001970C141EB",120.249787,23.013908,-66,92,466924251104980,40176765,-150,0,NA,47338237,2016-08-01 00:13:34,0,0,NA
59517133,"001970C11CCB",121.465528,25.015053,-44,1,466011501246332,51585047,NA,NA,NA,NA,2016-08-01 00:13:34,0,0,0
59517134,"001970C118E5",121.769207,24.697247,-36,92,466924251106544,209039895,NA,NA,NA,NA,2016-08-01 00:13:34,0,0,0
59517135,"001970C141CB",120.48514,23.819641,-77,1,466011500790697,0,-150,0,NA,14672831,2016-08-01 00:13:34,0,0,NA
59517137,"001970A2F198",120.47345,23.698027,-57,92,466924100841077,131992589,NA,NA,NA,NA,2016-08-01 00:13:35,1,0,96
59517138,"001970C1194B",120.468638,23.76327,-57,92,466924251106588,131420685,NA,NA,NA,NA,2016-08-01 00:13:35,0,0,97
59517139,"001970C14103",120.248494,23.001463,-63,92,466924251104879,157792791,-150,0,NA,40229946,2016-08-01 00:13:35,0,0,NA
59517140,"001970C15905",120.843935,24.561688,-48,97,466977100566679,92672468,NA,NA,NA,NA,2016-08-01 00:13:36,0,0,89
59517141,"001970A2F19E",120.2768,22.646892,-60,92,466924100841073,183420193,NA,NA,NA,NA,2016-08-01 00:13:36,0,0,0
59517142,"001970C11CDF",121.437422,25.063872,-54,1,466011501246342,51361825,NA,NA,NA,NA,2016-08-01 00:13:36,0,0,0
59517143,"001970C13FCF",0,0,-53,1,466011500791265,51361548,-150,0,NA,20579871,2016-08-01 00:13:36,0,0,NA
59517145,"001970C13F9B",120.881392,24.654127,-150,0,NA,20173314,-44,1,466011500798682,128010773,2016-08-01 00:13:37,0,0,NA
59517146,"001970C1406F",120.854228,24.574456,-45,92,466924251104890,106931489,-150,0,NA,20778666,2016-08-01 00:13:37,0,0,NA
59517147,"001970C11789",121.424145,25.063872,-77,92,466924100841044,28746529,NA,NA,NA,NA,2016-08-01 00:13:37,0,0,12
59517148,"001970C1188B",121.78582,24.678742,-50,92,466924251106524,208579351,NA,NA,NA,NA,2016-08-01 00:13:37,0,0,63
59517150,"001970C11911",120.442362,23.636923,-67,92,466924251106567,131992343,NA,NA,NA,NA,2016-08-01 00:13:38,0,0,98
59517151,"001970C1401B",120.212303,22.997984,-69,1,466011501250449,47804387,-150,0,NA,29717214,2016-08-01 00:13:38,1,0,NA
59517152,"001970C14173",120.27985,22.641817,-68,92,466924251104960,182909729,-150,0,NA,46136676,2016-08-01 00:13:38,0,0,NA
59517153,"001970C141B5",120.276715,22.646877,-70,92,466924251104973,46209365,-150,0,NA,28762551,2016-08-01 00:13:38,0,0,NA
59517154,"001970C14005",120.613725,24.117419,-59,1,466011500798704,0,-150,0,NA,29717214,2016-08-01 00:13:38,0,0,NA
59517155,"001970C14193",120.812294,24.517525,-71,92,466924251104964,20824465,-150,0,NA,21206154,2016-08-01 00:13:39,0,0,NA
59517156,"001970C13FCD",121.396959,25.077876,-69,1,466011500791257,51437846,-150,0,NA,14618740,2016-08-01 00:13:39,1,0,NA
59517157,"001970C1422F",121.772665,24.708753,-68,1,466011501246406,29123985,-150,0,NA,9507431,2016-08-01 00:13:39,0,0,NA
59517158,"001970C1171B",120.627025,24.177483,-48,92,466924251101841,106051615,NA,NA,NA,NA,2016-08-01 00:13:40,1,0,38
59517159,"001970C1408B",120.430421,23.585502,-68,92,466924251104906,33575001,-150,0,NA,45306,2016-08-01 00:13:40,0,0,NA
59517160,"001970C14061",120.258788,23.259267,-82,92,466924251104939,40109644,-150,0,NA,40109644,2016-08-01 00:13:40,0,0,NA
59517161,"001970C119E5",121.769212,24.697108,-56,97,466977100566654,68608881,NA,NA,NA,NA,2016-08-01 00:13:41,0,0,0
59517162,"001970C1408F",121.291188,25.033433,-65,92,466924251104888,81571095,-150,0,NA,17047566,2016-08-01 00:13:41,0,0,NA
59517163,"001970C11CCF",121.197853,24.96051,-72,1,466011501246334,53929505,NA,NA,NA,NA,2016-08-01 00:13:42,0,0,51
59517164,"001970C140B1",120.622235,24.179127,-150,0,NA,21532,-53,1,466011500798645,130561055,2016-08-01 00:13:42,0,0,NA
59517165,"001970A2F16C",120.234985,23.178907,-60,92,466924100841086,157883671,NA,NA,NA,NA,2016-08-01 00:13:42,0,0,96
59517166,"001970C1412F",120.635384,24.171729,-67,92,466924251104907,0,-150,0,NA,21532391,2016-08-01 00:13:42,1,0,NA
59517167,"001970A2F16A",121.493862,25.056148,-49,92,466924100841076,30370573,NA,NA,NA,NA,2016-08-01 00:13:42,0,0,0
59517168,"001970A2F156",121.413813,25.060645,-61,92,466924100841084,28746529,NA,NA,NA,NA,2016-08-01 00:13:42,0,0,92
59517169,"001970C11CD3",121.010875,24.85777,-53,1,466011501246336,56332823,NA,NA,NA,NA,2016-08-01 00:13:42,0,0,71
59517170,"001970C1406D",120.419811,23.564328,-79,92,466924251104924,33616686,-150,0,NA,33151273,2016-08-01 00:13:42,0,0,NA
59517171,"001970C1177D",121.382663,25.098492,-76,92,466924100841035,30156833,NA,NA,NA,NA,2016-08-01 00:13:42,1,0,0
59517172,"001970C11947",120.696065,24.297203,-46,92,466924251106586,106126349,NA,NA,NA,NA,2016-08-01 00:13:42,0,0,0
59517175,"001970C11709",120.248337,22.995225,-54,97,466977100566691,181780967,NA,NA,NA,NA,2016-08-01 00:13:43,0,0,96
59517176,"001970A2F1A2",120.276968,22.646943,-62,92,466924100841081,183420193,NA,NA,NA,NA,2016-08-01 00:13:43,0,0,0
59517177,"001970C158E9",121.210422,24.965218,-53,97,466977100566669,81927793,NA,NA,NA,NA,2016-08-01 00:13:43,0,0,83
59517178,"001970C11CDD",120.841918,24.558418,-67,1,466011501246341,128027414,NA,NA,NA,NA,2016-08-01 00:13:43,0,0,100
59517179,"001970C1187D",121.564202,25.04017,-78,92,466924251106520,55296280,NA,NA,NA,NA,2016-08-01 00:13:43,1,0,0
59517180,"001970C11747",0,0,-55,92,466924251101844,106033175,NA,NA,NA,NA,2016-08-01 00:13:43,0,0,0
59517181,"001970C14001",120.523251,24.043685,-88,1,466011500798702,0,-150,0,NA,31118829,2016-08-01 00:13:43,0,0,NA
59517184,"001970C1411D",120.354843,23.415621,-72,1,466011500791408,47393252,-150,0,NA,33591312,2016-08-01 00:13:44,0,0,NA
59517185,"001970C1419F",121.287773,25.031205,-150,0,NA,20486243,-58,1,466011500791247,53774624,2016-08-01 00:13:44,0,0,NA
59517186,"001970C140FD",121.549864,25.021948,-64,92,466924251104915,15310882,-150,0,NA,17315698,2016-08-01 00:13:44,0,0,NA
59517187,"001970C140BF",0,0,-88,1,466011500791405,47827299,-150,0,NA,46065274,2016-08-01 00:13:44,0,0,NA
59517188,"001970C11933",120.482563,23.80091,-65,92,466924251106580,131345185,NA,NA,NA,NA,2016-08-01 00:13:44,0,0,90
59517189,"001970C140B7",120.435726,23.604467,-55,92,466924251104905,33556632,-150,0,NA,22317203,2016-08-01 00:13:44,0,0,NA
59517190,"001970C141E9",120.305907,23.333269,-150,0,NA,46109497,-65,92,466924251104979,156990497,2016-08-01 00:13:44,0,0,NA
59517191,"001970C11715",121.28309,25.027248,-55,92,466924251101815,80789773,NA,NA,NA,NA,2016-08-01 00:13:44,0,0,90
59517192,"001970C13FD9",121.472033,25.057287,-72,1,466011500798693,0,-150,0,NA,14695426,2016-08-01 00:13:44,0,0,NA
59517193,"001970A2F18E",121.77788,24.681842,-39,97,466977100566646,68608368,NA,NA,NA,NA,2016-08-01 00:13:45,0,0,20
59517194,"001970C14021",120.781332,24.443857,-71,92,466924251104921,107403533,-150,0,NA,20804457,2016-08-01 00:13:45,0,0,NA
59517195,"001970C1590B",120.212897,23.00051,-56,97,466977100566682,180225647,NA,NA,NA,NA,2016-08-01 00:13:45,1,0,23
59517196,"001970A2F1CE",0,0,-55,92,466924100841063,106023457,NA,NA,NA,NA,2016-08-01 00:13:45,0,0,0
59517197,"001970C11D19",121.250983,25.003525,-80,1,466011501246393,14648440,NA,NA,NA,NA,2016-08-01 00:13:45,0,0,0
59517198,"001970C140AD",120.239836,23.221895,-56,1,466011500790710,47606647,-150,0,NA,47325070,2016-08-01 00:13:46,0,0,NA
59517199,"001970C140DF",120.205112,23.03358,-56,1,466011501250454,47699856,-150,0,NA,31023257,2016-08-01 00:13:46,0,0,NA
